"","RFPred","Name","HTeam","Pos","Actual","H","SB","HR","HRSplitL30","HSplitL30","HRSplit","HSplit"
"62",0.546433333333333,"Nolan Fontana","LAA","2B",0,NA,0,0,0,0,0.5,0.5
"63",2.644,"Ryan Schimpf","LAA","UT",0,NA,0,0,0,0,0.733333333333333,0.7
"64",1.6823,"Juan Graterol","LAA","C",0,NA,0,0,0,0,0,0.681818181818182
"65",4.31106666666667,"Jabari Blash","LAA","RF",0,1,0,0,0,0.333333333333333,0.333333333333333,0.707317073170732
"66",6.584,"Michael Hermosillo","LAA","RF",0,1,0,0,0,0.333333333333333,0,0.333333333333333
"67",4.77576666666667,"Russell Martin","TOR","C",0,0.555555555555556,0,1,0,0.166666666666667,0.142857142857143,0.252747252747253
"68",6.3354,"Justin Smoak","TOR","1B",0,0.916666666666667,0,2,0.6,0.347826086956522,0.291666666666667,0.27
"69",3.11896666666667,"Devon Travis","TOR","2B",0,0,0,0,0.5,0.666666666666667,0.285714285714286,0.434782608695652
"70",3.342,"Aledmys Diaz","TOR","SS",0,NA,0,0,0,0,0.0625,0.18348623853211
"71",2.31036666666667,"Curtis Granderson","TOR","LF",0,0.333333333333333,1,0,0,0.333333333333333,0.225806451612903,0.248927038626609
"72",5.98096666666667,"Kevin Pillar","TOR","CF",0,0.833333333333333,2,0,0.25,0.28125,0.391304347826087,0.312775330396476
"73",8.30316666666666,"Kendrys Morales","TOR","DH",0,0.875,1,1,0,0.0833333333333333,0.157894736842105,0.266272189349112
"74",8.45453333333333,"Josh Donaldson","TOR","3B",0,0.916666666666667,1,0,0,0.2,0.121951219512195,0.217105263157895
"75",2.74876666666667,"Randal Grichuk","TOR","RF",0,NA,0,0,0,0.666666666666667,0.25,0.210526315789474
"76",4.44733333333333,"Steve Pearce","TOR","UT",0,NA,0,0,0,0.333333333333333,0.222222222222222,0.321100917431193
"77",7.22556666666667,"Yangervis Solarte","TOR","3B",0,1.09090909090909,0,1,0.25,0.210526315789474,0.25,0.265193370165746
"78",1.46043333333333,"Gift Ngoepe","TOR","UT",0,NA,0,0,0,0,0,0.4
"79",3.37826666666667,"Luke Maile","TOR","C",0,1,0,2,0.666666666666667,0.666666666666667,0.4,0.463414634146341
"80",8.00563333333333,"Teoscar Hernandez","TOR","RF",0,1.1,0,2,0.6,0.52,0.433333333333333,0.366666666666667
"81",2.41163333333333,"Lourdes Gurriel","TOR","MI",0,0.333333333333333,0,0,0,0.133333333333333,0,0.166666666666667
"82",4.50486666666666,"Dwight Smith","TOR","OF",0,0.5,0,0,0,0.25,0,0.105263157894737
"83",0.818166666666667,"Dalton Pompey","TOR","LF",0,0,0,0,0,0,0,0
"84",2.58463333333333,"Anthony Alford","TOR","LF",0,0.2,0,0,0,0.333333333333333,0,0.25
"85",2.16703333333333,"Richard Urena","TOR","SS",0,0.454545454545455,0,1,0.5,0.333333333333333,0.666666666666667,0.35
"86",2.63416666666667,"Gio Urshela","TOR","IF",0,0.428571428571429,0,1,0,0.5,0,0.509803921568627
"87",4.86166666666667,"Christian Vazquez","BOS","C",0,0.625,0,0,0,0.833333333333333,0.666666666666667,0.755905511811024
"88",6.93193333333333,"Mitch Moreland","BOS","1B",0,0.75,0,1,0.6,0.705882352941177,0.806451612903226,0.822857142857143
"89",6.621,"Eduardo Nunez","BOS","2B",0,0.9,0,0,0.5,0.761904761904762,0.857142857142857,0.708683473389356
"90",5.67813333333334,"Xander Bogaerts","BOS","SS",0,1,0,3,0.6,0.608695652173913,0.736842105263158,0.794392523364486
"91",6.9518,"Rafael Devers","BOS","3B",0,0.666666666666667,0,3,0.714285714285714,0.8,0.631578947368421,0.704347826086957
"92",7.9274,"Andrew Benintendi","BOS","LF",0,1.5,3,4,0.6,0.8125,0.774193548387097,0.777777777777778
"93",5.21056666666667,"Jackie Bradley","BOS","CF",0,0.571428571428571,2,0,0,0.777777777777778,0.782608695652174,0.793548387096774
"94",10.6882333333333,"Mookie Betts","BOS","RF",0,1.58333333333333,7,3,0.545454545454545,0.657142857142857,0.711111111111111,0.712550607287449
"95",8.57303333333333,"J.D. Martinez","BOS","DH",0,1.25,0,6,0.636363636363636,0.736842105263158,0.689075630252101,0.698275862068966
"96",5.92876666666667,"Hanley Ramirez","BOS","UT",0,0.7,1,2,0.666666666666667,0.636363636363636,0.666666666666667,0.720670391061452
"97",4.46153333333333,"Brock Holt","BOS","UT",0,0.857142857142857,0,0,0,0.714285714285714,0,0.672727272727273
"98",3.59636666666667,"Sandy Leon","BOS","C",0,1,0,0,0,0.4,0.625,0.738095238095238
"99",1.17036666666667,"Blake Swihart","BOS","UT",0,0,0,0,0,0,0,0.666666666666667
"100",3.59473333333333,"TzuWei Lin","BOS","MI",0,NA,0,0,0,0,0,0.88
"101",5.4846,"Wilson Ramos","TBR","C",0,0.916666666666667,0,2,0.166666666666667,0.357142857142857,0.25,0.313725490196078
"102",5.92103333333333,"Brad Miller","TBR","1B",0,1.07142857142857,0,2,0.2,0.269230769230769,0.1875,0.207547169811321
"103",4.82243333333334,"Joey Wendle","TBR","2B",0,1.23076923076923,2,0,0,0.166666666666667,0,0.148936170212766
"104",5.5766,"Adeiny Hechavarria","TBR","SS",0,1,0,0,0,0.555555555555556,0.315789473684211,0.269767441860465
"105",7.78233333333333,"Matt Duffy","TBR","3B",0,1.6,0,2,0,0.517241379310345,0.25,0.444444444444444
"106",5.82276666666666,"Denard Span","TBR","LF",0,0.769230769230769,2,1,0.5,0.368421052631579,0.176470588235294,0.167597765363128
"107",6.88343333333333,"Mallex Smith","TBR","CF",0,0.866666666666667,3,0,0,0.0869565217391304,0,0.217741935483871
"108",6.09986666666667,"Carlos Gomez","TBR","RF",0,0.625,0,0,0.333333333333333,0.388888888888889,0.272727272727273,0.271317829457364
"109",8.90206666666667,"C.J. Cron","TBR","DH",0,1.4,1,5,0.125,0.272727272727273,0.354838709677419,0.302013422818792
"110",5.17983333333333,"Daniel Robertson","TBR","IF",0,0.538461538461538,0,2,0.25,0.176470588235294,0.692307692307692,0.306122448979592
"111",1.09803333333333,"Rob Refsnyder","TBR","UT",0,0.222222222222222,0,0,0,0.333333333333333,0,0.184210526315789
"112",8.12446666666666,"Kevin Kiermaier","TBR","CF",0,NA,0,0,0,0,0.411764705882353,0.241666666666667
"113",6.42713333333333,"Jesus Sucre","TBR","C",0,0.333333333333333,0,0,0,0.5,0.25,0.183333333333333
